DominantCycle,DominantCycleAmplitude
1.02676,21.8321
1.02676,21.9242
0.955476,22.0227
0.955476,22.2719
0.955476,22.3385
0.955476,21.8125
1.02676,21.1391
1.02676,21.015
0.955476,20.8237
0.955476,21.4119
0.955476,21.7253
0.955476,21.6543
0.955476,21.6685
0.955476,21.5021
0.955476,20.9789
0.955476,20.4458
0.955476,20.7088
0.955476,21.6761
0.955476,21.913
0.955476,20.9027
0.955476,19.8484
0.955476,20.0791
0.955476,20.7983
0.955476,21.0984
0.955476,20.7487
0.955476,20.6149
0.955476,20.7776
0.955476,21.125
0.955476,21.361
0.955476,21.4281
0.955476,21.2531
0.955476,20.633
0.955476,20.5619
0.955476,20.8146
0.955476,20.3405
0.955476,19.0187
0.955476,17.2882
0.955476,16.49
0.955476,16.5916
0.955476,17.6013
0.955476,19.0798
1.02676,19.468
0.955476,19.7205
0.955476,20.507
0.955476,20.8378
0.955476,20.7388
0.955476,20.6832
0.955476,20.2846
0.955476,19.8917
0.955476,20.1138
0.955476,20.4394
0.955476,20.3707
0.955476,20.2784
0.955476,20.5005
0.955476,20.7787
0.955476,20.781
0.955476,20.4859
0.955476,20.197
0.955476,20.1185
0.955476,20.3956
0.955476,20.8882
0.955476,21.1046
0.955476,20.9668
0.955476,20.9497
0.955476,21.2459
0.955476,21.5082
0.955476,21.4478
0.955476,21.0865
0.955476,20.7219
0.955476,20.5272
0.955476,20.5731
0.955476,20.7822
0.955476,21.3165
0.955476,21.5234
0.955476,21.1609
0.955476,20.9212
0.955476,21.3214
0.955476,21.8628
0.955476,22.0624
0.955476,22.3201
0.955476,22.6002
0.955476,22.1545
1.02676,21.5466
1.02676,21.5723
1.02676,21.8633
1.02676,21.9566
1.02676,21.6344
1.02676,21.3094
1.02676,21.1386
1.02676,21.1061
0.955476,21.0537
0.955476,20.9474
0.955476,21.1117
0.955476,21.2711
0.955476,21.1471
0.955476,20.8293
0.955476,20.2329
0.955476,19.6292
0.955476,19.1164
0.955476,18.8093
0.955476,19.0993
0.88914,19.8932
0.88914,19.203
0.88914,18.5209
0.955476,18.9916
0.88914,19.3442
0.88914,19.1696
0.88914,18.7116
0.88914,18.7439
0.88914,19.0883
0.88914,19.6038
0.88914,20.1494
0.88914,20.2466
0.88914,19.8765
0.88914,19.9564
0.955476,20.1615
0.955476,20.0712
0.955476,20.3049
0.955476,21.1507
0.955476,21.474
0.955476,20.6968
0.955476,19.89
0.955476,20.3042
0.955476,21.089
0.955476,21.4062
0.955476,21.5348
0.955476,21.5798
0.955476,21.2551
0.955476,20.611
0.955476,19.9499
0.955476,19.9655
0.955476,20.5023
0.955476,20.9991
0.955476,21.1097
1.02676,21.065
0.955476,20.8841
0.955476,20.5328
0.955476,20.1103
0.955476,20.3181
0.955476,20.7411
0.955476,19.5171
0.955476,14.225
0.666761,6.95006
0.620469,7.67624
0.577391,8.21211
0.577391,7.54156
0.716506,11.6666
0.769963,15.1206
0.827409,15.6731
0.88914,16.7612
0.88914,17.6019
0.88914,17.9713
0.88914,18.7001
0.827409,19.1752
0.827409,18.7375
0.827409,17.9882
0.716506,16.6889
0.666761,17.2591
0.716506,16.8911
0.716506,16.2954
0.666761,13.9015
0.666761,11.4962
0.716506,10.1895
0.769963,11.4482
0.769963,11.6429
0.827409,10.6185
0.955476,8.79215
0.955476,10.3668
0.88914,13.529
0.88914,15.572
0.88914,17.03
0.88914,18.348
0.955476,18.0206
0.955476,17.7618
0.88914,16.1081
0.827409,16.7067
0.827409,18.5297
0.88914,16.7547
0.88914,14.8672
0.955476,14.3566
0.955476,15.0391
0.955476,15.193
0.955476,14.8157
0.955476,14.684
0.955476,14.5022
0.88914,15.659
0.88914,18.7184
0.88914,21.0765
0.88914,20.958
0.88914,20.1046
0.88914,19.3799
0.88914,19.38
0.88914,20.0478
0.88914,20.0298
0.88914,20.0156
0.955476,20.331
0.955476,21.0549
0.955476,21.132
0.955476,20.7441
0.955476,20.8597
0.955476,20.9064
0.955476,19.6466
0.955476,19.1981
0.955476,19.457
0.955476,19.5218
0.955476,19.2869
0.88914,19.1582
0.88914,19.1684
0.88914,19.498
0.88914,19.837
0.88914,19.4795
0.955476,18.8784
0.88914,18.7513
0.88914,19.4967
0.88914,20.1753
0.955476,20.6291
0.88914,19.8295
0.88914,19.3913
0.955476,19.3996
0.955476,19.766
0.88914,19.9294
0.88914,19.8687
0.88914,19.7346
0.955476,20.2004
0.955476,20.1935
0.955476,19.7518
0.88914,19.1758
0.88914,19.401
0.88914,19.2704
0.955476,19.2213
0.955476,19.8777
0.955476,19.5847
0.955476,19.3263
0.88914,19.4277
0.955476,19.7843
0.955476,20.4187
0.955476,20.9805
0.955476,20.8175
0.955476,19.4139
0.88914,18.8573
0.88914,19.1372
0.88914,18.8953
0.88914,18.7656
0.88914,19.1468
0.955476,19.5153
0.955476,20.1261
0.955476,20.2037
0.955476,19.8907
0.955476,20.018
0.955476,20.3018
0.955476,20.4547
0.955476,20.6418
0.955476,20.9821
0.955476,21.6091
0.955476,21.9592
0.955476,21.5758
0.955476,20.5546
0.955476,20.2267
0.955476,20.9916
0.955476,21.4408
0.955476,21.234
1.02676,20.7012
0.955476,20.422
0.955476,20.8028
0.955476,21.4312
0.955476,21.8661
0.955476,21.5246
0.955476,20.5591
0.955476,19.437
0.955476,19.0437
0.955476,19.6049
0.955476,20.6819
0.955476,21.924
0.955476,21.8239
0.955476,20.338
1.02676,19.8023
0.955476,19.9784
0.955476,20.6917
0.955476,21.3362
0.955476,21.5427
0.955476,21.5533
0.955476,21.6435
0.955476,22.0225
0.955476,22.0572
0.955476,21.237
0.955476,20.9451
0.955476,21.2039
0.955476,21.4333
0.955476,21.2711
0.955476,20.4576
0.955476,20.1888
0.955476,20.2254
0.955476,19.9246
0.955476,19.246
0.955476,19.7109
0.955476,20.3479
0.955476,20.4559
0.955476,21.0341
0.955476,22.2394
0.955476,22.8057
0.955476,21.7334
0.955476,20.5573
1.02676,21.1602
1.02676,21.1004
1.02676,20.1618
0.955476,19.2211
0.955476,18.8271
0.955476,19.0281
0.955476,19.38
0.955476,19.2535
0.955476,19.4849
0.955476,20.2856
0.955476,20.6552
0.955476,20.0544
0.955476,20.1683
0.955476,20.5626
1.02676,20.4691
0.955476,20.0482
0.955476,19.2393
0.955476,18.8386
0.955476,19.2368
0.955476,18.977
0.955476,19.0396
0.955476,20.1957
0.955476,21.4796
0.955476,21.5789
0.955476,20.8551
1.02676,20.9813
1.02676,21.0505
1.02676,21.6707
1.02676,21.7993
1.02676,20.9658
1.02676,19.7064
0.955476,19.6579
0.955476,20.5548
0.955476,20.3094
0.955476,19.8891
1.02676,20.6391
0.955476,21.1348
0.955476,21.4126
0.955476,21.018
0.955476,20.5774
1.02676,19.4729
0.955476,19.3583
0.955476,19.7628
0.955476,18.9256
0.955476,18.4481
0.955476,19.4855
0.955476,19.838
0.955476,18.2109
0.955476,17.4718
0.955476,17.02
0.955476,15.3321
1.02676,16.6865
1.02676,19.7655
1.02676,20.8519
1.02676,20.9929
1.02676,22.399
1.02676,23.7467
1.02676,23.6226
1.02676,22.6683
1.02676,21.2466
1.02676,20.2594
1.02676,19.477
1.02676,19.1585
1.10337,19.6987
1.02676,19.0288
1.02676,15.5154
0.88914,12.9725
0.88914,14.5298
0.955476,16.865
1.02676,19.1747
1.02676,20.2715
1.02676,18.7137
1.02676,15.8197
1.02676,14.3836
1.02676,13.5211
0.955476,13.0265
0.955476,14.8165
0.955476,16.7164
0.955476,15.6713
1.02676,14.6532
0.955476,15.9178
1.02676,14.2503
1.02676,12.2735
1.02676,12.8407
1.02676,12.7211
0.955476,12.0492
1.02676,15.3613
1.02676,20.9979
1.02676,20.9482
1.02676,17.8349
1.02676,17.2651
0.955476,18.0784
1.02676,15.7296
1.02676,13.1767
1.02676,11.5668
1.02676,11.9279
1.02676,12.9472
0.955476,10.6139
0.955476,7.15632
1.02676,9.39091
1.02676,14.3173
1.02676,17.3324
1.10337,16.6522
1.02676,12.3992
0.955476,10.5414
1.02676,12.4406
1.02676,16.5628
1.02676,20.0947
0.955476,20.3325
1.02676,18.7869
1.02676,19.5239
1.02676,18.3874
1.02676,14.7917
1.02676,13.2608
1.02676,13.2259
1.02676,15.1239
0.955476,15.913
0.955476,12.7375
0.955476,8.96947
1.02676,7.64568
1.36921,5.91471
1.82587,4.85417
0.955476,7.76875
1.02676,12.7256
1.02676,15.9066
1.02676,17.3844
1.02676,17.2869
1.10337,15.3115
1.02676,12.7405
0.769963,13.7103
1.02676,14.853
1.02676,16.6715
0.955476,15.1104
0.955476,13.42
1.02676,14.4747
1.10337,16.806
1.10337,17.5484
1.02676,16.4018
0.955476,14.7735
0.955476,14.3388
1.02676,16.1139
1.02676,16.4472
0.955476,15.7243
0.955476,20.4154
1.02676,22.5955
1.02676,19.7824
1.02676,18.7581
0.955476,20.1119
1.02676,16.089
1.02676,14.8159
0.955476,15.8577
1.02676,18.7323
1.02676,19.8813
1.02676,17.647
1.02676,18.2692
1.02676,22.6437
1.02676,23.9492
1.10337,21.5672
1.02676,17.4288
0.955476,11.6524
0.955476,8.07019
1.02676,10.8956
1.02676,15.5464
1.02676,17.7212
1.02676,16.8634
0.955476,13.1027
0.955476,10.7402
0.955476,13.0342
1.02676,12.5912
1.47136,8.8103
1.47136,9.38986
1.02676,15.4605
1.02676,21.8163
0.955476,20.4749
0.955476,17.7433
0.88914,15.8472
0.88914,14.3693
0.88914,15.3274
0.955476,15.4663
0.955476,16.6282
0.955476,15.5277
0.955476,13.6254
0.88914,13.0794
0.88914,12.382
0.955476,12.7005
0.955476,17.5762
0.955476,20.2954
0.955476,18.961
0.955476,15.7636
1.02676,14.4085
1.02676,15.8556
1.02676,16.7439
1.02676,15.6209
0.955476,13.3428
0.955476,10.7981
0.955476,11.4546
0.955476,11.3582
0.955476,12.0296
0.955476,16.7892
1.02676,19.8574
1.02676,19.1416
1.02676,17.641
0.955476,18.2462
0.955476,16.5724
1.10337,14.7636
1.10337,18.3173
1.02676,23.136
1.02676,21.4147
0.955476,18.9347
0.955476,18.3687
0.955476,15.8763
0.955476,13.8316
0.955476,12.4134
1.02676,12.1283
1.02676,14.0606
0.955476,16.6158
0.955476,16.8099
0.955476,15.0206
0.955476,14.9299
1.02676,16.795
1.02676,17.2371
1.02676,14.8799
1.02676,12.1869
0.955476,14.9824
0.955476,21.7512
0.955476,21.8842
1.02676,18.2382
1.02676,13.1107
1.02676,11.4751
1.02676,13.9111
1.02676,15.3585
1.02676,12.4978
1.02676,11.4165
1.02676,14.7336
1.02676,16.9361
1.10337,17.8036
1.02676,17.9482
1.02676,17.1226
1.02676,17.53
1.10337,18.5274
1.02676,18.7708
1.02676,19.0067
0.955476,18.2183
0.955476,18.3466
1.02676,18.779
1.02676,17.4626
1.02676,14.8399
1.02676,14.7203
1.02676,14.6517
1.02676,13.4031
1.02676,14.8707
1.02676,16.9152
1.02676,16.7013
0.955476,16.2345
0.88914,17.7958
0.88914,16.1097
0.827409,14.1399
0.827409,12.645
0.88914,12.402
0.88914,14.2451
0.88914,14.3602
1.02676,11.3738
1.02676,8.73013
0.88914,10.9787
0.88914,16.0556
0.88914,20.1887
0.88914,20.6021
0.827409,18.4306
0.88914,18.3822
0.88914,18.9477
0.827409,18.2398
0.88914,19.0778
0.88914,18.7176
0.827409,15.0426
0.827409,14.0292
0.827409,12.3641
0.827409,10.9287
0.827409,13.2629
0.827409,14.9497
0.827409,12.8354
0.827409,12.6974
0.88914,19.8175
0.955476,22.756
0.955476,19.0847
0.88914,15.4566
0.88914,15.4709
0.955476,17.9916
0.955476,20.5784
0.955476,19.1751
0.955476,14.4971
0.88914,10.0733
0.827409,9.13525
0.955476,12.6595
0.955476,18.014
0.955476,19.8396
0.955476,17.196
0.955476,14.4697
0.955476,13.9475
0.955476,12.2434
0.88914,13.5498
0.955476,17.6611
0.955476,17.736
0.955476,15.7038
0.955476,16.3684
1.02676,17.4777
1.02676,17.6175
1.02676,18.3343
0.955476,20.3217
0.955476,20.3601
1.02676,19.5228
1.02676,19.8507
1.02676,20.4075
1.02676,20.0642
1.02676,19.007
1.02676,17.5595
1.10337,17.2197
1.10337,18.0243
1.10337,18.0169
1.10337,17.3408
1.10337,16.8447
1.10337,16.8296
1.10337,16.5222
1.10337,16.4649
1.10337,17.1957
1.10337,17.8462
1.10337,18.3548
1.10337,18.953
1.10337,19.0154
1.02676,19.0403
1.02676,18.6847
1.02676,18.1934
1.02676,18.6976
1.02676,18.9384
1.02676,18.8479
1.02676,19.3215
1.02676,19.647
1.02676,19.7147
1.02676,19.657
1.10337,18.9672
1.02676,18.718
1.02676,19.4489
1.02676,20.0966
1.02676,20.0612
1.02676,20.0876
1.02676,20.4641
1.02676,20.5462
1.02676,20.3156
1.02676,20.197
1.02676,20.608
1.02676,20.8357
0.955476,20.1959
1.02676,19.6934
1.02676,19.9294
1.02676,19.5816
1.10337,18.7698
1.10337,18.0354
1.02676,18.5796
1.02676,20.2371
1.02676,20.8393
1.02676,20.1472
1.02676,19.7579
1.02676,20.1539
1.02676,20.5619
1.02676,20.8436
1.02676,21.0135
1.02676,21.2219
1.02676,21.1907
1.02676,20.2349
0.955476,19.6721
0.955476,19.8267
0.955476,20.002
0.955476,20.3193
0.955476,19.71
0.955476,17.3821
0.955476,15.491
1.02676,16.7381
1.02676,18.604
1.02676,18.9268
1.02676,18.6421
1.02676,18.4492
1.02676,18.1822
0.955476,18.0943
0.955476,18.9851
0.955476,19.9979
1.02676,21.0527
1.02676,20.9648
1.02676,20.473
1.02676,20.1458
1.02676,20.0388
0.955476,19.5454
0.955476,19.1473
0.955476,18.9655
0.955476,19.7409
0.955476,20.5326
0.955476,20.7548
0.955476,20.527
0.955476,20.1034
0.955476,20.1199
0.955476,20.2913
1.02676,20.2363
0.955476,19.8179
0.955476,20.0163
0.955476,19.9317
0.955476,19.27
0.955476,18.83
0.955476,19.0086
0.955476,19.1826
0.955476,18.9016
0.955476,19.06
0.955476,19.3673
0.955476,19.8223
0.955476,20.4317
0.955476,19.8752
0.88914,18.5492
0.88914,17.9253
0.88914,18.3565
0.88914,18.9855
0.955476,20.1852
0.955476,20.6936
0.955476,20.2469
0.88914,20.03
0.955476,20.3269
0.955476,20.9278
0.955476,21.0041
0.955476,20.5689
0.955476,19.5414
0.955476,18.8795
0.88914,19.3401
0.88914,19.2768
0.955476,19.9995
0.955476,20.3276
0.955476,19.7059
0.955476,19.4371
0.955476,19.7034
0.955476,19.9513
0.955476,19.8604
0.955476,20.183
0.955476,21.0695
0.955476,21.1702
0.955476,20.2869
0.88914,19.3168
0.955476,18.4617
0.955476,18.3826
0.955476,19.1274
0.955476,19.2142
0.955476,18.4128
0.955476,18.2177
0.955476,19.0172
0.955476,19.5876
0.88914,19.6415
0.88914,20.0402
0.88914,18.9174
0.955476,18.3268
0.955476,19.1081
0.955476,18.6748
0.955476,18.6494
0.955476,20.1986
0.955476,20.9233
0.955476,20.5037
0.955476,20.0132
0.955476,19.8653
0.955476,19.6351
0.88914,18.5294
0.955476,17.8425
0.955476,19.0098
0.955476,19.3596
0.955476,19.4613
0.955476,19.4947
0.955476,19.741
0.955476,20.2625
0.955476,20.3135
0.955476,19.7308
0.955476,19.594
0.955476,19.7801
0.955476,19.2575
0.955476,18.5555
0.955476,18.7674
0.955476,20.2306
0.955476,20.9193
0.955476,20.4372
0.955476,20.0876
0.955476,19.4943
0.955476,18.6329
0.955476,18.0275
0.955476,18.3716
0.955476,18.8796
0.88914,18.0499
0.88914,17.2893
0.955476,18.5287
0.955476,19.7161
0.955476,18.9259
1.02676,18.5746
0.955476,19.314
0.955476,19.8799
0.955476,20.3494
0.955476,20.2645
0.955476,19.9082
0.955476,18.2875
0.955476,16.1165
0.955476,16.969
0.955476,18.2946
0.955476,17.7963
0.955476,15.1489
0.955476,11.1721
0.955476,8.40902
0.88914,11.1942
0.955476,16.4454
0.955476,19.5416
0.955476,18.9309
0.955476,17.0946
0.955476,16.9351
0.955476,17.8695
0.955476,17.8851
1.02676,17.4094
0.955476,14.5019
0.955476,14.3404
0.955476,17.9787
0.955476,20.9314
1.02676,20.6525
0.955476,16.8756
0.955476,14.4019
0.955476,15.0493
1.02676,18.6253
1.10337,21.9003
1.02676,21.3585
1.02676,20.2021
1.02676,18.4937
1.02676,16.9748
1.02676,16.6273
0.955476,16.4772
0.955476,16.8166
0.955476,17.4781
1.02676,16.9769
0.955476,14.7317
0.955476,14.0608
0.955476,13.4231
0.955476,12.2563
0.955476,15.4361
0.955476,19.8569
0.955476,19.5857
0.955476,17.5315
0.955476,15.0946
0.88914,11.72
0.955476,10.7372
1.02676,13.1502
0.955476,15.9752
0.955476,18.5617
0.955476,17.2011
0.88914,15.0495
0.88914,17.6165
0.955476,18.901
0.955476,17.9927
0.955476,19.3617
1.02676,18.7307
1.02676,18.6071
0.955476,21.3184
0.955476,20.4656
0.955476,15.5436
0.955476,13.3331
1.02676,15.1173
1.02676,18.1256
0.955476,18.4426
0.955476,20.0935
0.955476,21.2402
1.02676,19.3623
1.02676,16.0856
0.955476,16.0985
0.955476,16.126
0.955476,15.7462
0.955476,17.0805
0.955476,18.7573
1.02676,19.7994
1.02676,19.0347
1.02676,17.4629
0.955476,17.6629
1.02676,20.1804
1.02676,21.3281
0.955476,16.2131
0.88914,11.5338
0.88914,7.92365
0.955476,9.4994
1.02676,15.5061
0.955476,17.9627
1.02676,16.3757
1.02676,15.6855
1.02676,17.2811
1.02676,18.9211
1.02676,18.9359
1.02676,17.9563
0.955476,17.6777
0.955476,16.919
0.955476,14.0533
1.02676,10.8803
1.02676,12.7803
0.955476,15.6825
1.02676,14.3826
1.02676,13.6387
1.02676,12.1083
1.02676,10.2764
0.955476,11.4646
0.88914,12.0609
0.88914,12.7793
1.10337,15.8563
1.10337,17.8527
1.02676,15.2146
1.02676,14.2486
1.02676,15.5462
1.10337,16.8625
1.10337,17.4445
1.10337,17.9781
1.10337,18.0627
1.10337,17.8393
1.10337,17.6424
1.10337,16.7518
1.18569,15.6848
1.18569,15.1982
1.18569,15.1379
1.18569,15.479
1.18569,15.8738
1.10337,16.5816
1.10337,17.5068
1.10337,17.317
1.02676,16.5852
1.02676,15.9239
1.02676,15.5923
1.02676,15.682
1.02676,16.2132
1.02676,16.761
1.02676,16.6427
1.02676,16.4921
1.02676,16.6508
1.02676,16.6565
1.02676,16.8004
1.02676,16.9584
1.02676,16.5127
1.02676,16.0044
1.02676,16.0153
1.02676,16.6297
1.02676,17.1825
1.02676,16.4852
0.955476,15.9172
0.955476,16.3934
1.02676,17.8146
1.02676,18.1066
1.02676,17.0967
0.955476,17.0934
1.02676,17.9086
1.02676,18.7692
1.02676,18.6641
1.02676,18.5678
1.02676,18.8134
1.02676,18.6919
1.02676,19.0146
1.02676,19.0831
1.02676,18.7417
1.02676,18.5395
1.02676,18.0446
1.02676,16.8063
1.02676,15.7174
0.955476,16.6306
0.955476,17.5842
0.955476,18.5833
0.955476,19.0896
0.955476,18.5534
1.02676,18.4337
1.02676,19.2599
1.02676,18.9589
1.02676,17.7309
1.02676,17.159
0.955476,18.0191
1.02676,19.4901
1.02676,20.1048
1.02676,19.5411
1.02676,19.7587
1.02676,20.4801
0.955476,19.2661
0.955476,17.9631
1.02676,17.3709
1.02676,17.5789
0.955476,17.9019
1.02676,16.9895
1.02676,17.5113
1.02676,18.9241
1.02676,19.8597
1.02676,19.7591
1.02676,19.1887
1.02676,18.7227
1.02676,18.4929
1.10337,18.715
1.10337,18.9536
1.10337,18.769
1.02676,18.4366
1.02676,19.1644
1.02676,19.3071
1.02676,18.2334
1.10337,17.7744
1.10337,17.6896
1.02676,18.034
1.02676,18.6568
1.02676,19.0662
1.02676,18.8724
1.02676,18.4016
1.02676,18.3088
1.10337,17.8765
1.10337,18.0062
1.02676,18.5085
1.02676,18.9377
1.02676,18.8638
1.02676,19.4111
1.02676,20.6794
1.02676,21.3675
1.02676,20.5453
1.02676,18.7937
1.02676,18.0392
1.10337,18.9729
1.02676,19.7269
1.02676,19.9571
1.02676,19.8199
1.02676,19.7863
1.02676,20.0766
1.02676,20.0442
1.02676,20.0161
1.02676,19.8516
1.02676,19.3008
1.02676,18.4507
1.02676,17.5015
1.10337,17.0932
1.10337,18.5262
1.10337,19.07
1.10337,18.9056
1.10337,18.7177
1.10337,19.1427
1.10337,19.186
1.10337,18.4543
1.02676,18.8712
1.02676,19.9778
1.02676,20.1665
1.02676,19.5845
1.02676,19.2079
1.02676,19.48
1.02676,20.0545
1.02676,20.1959
1.02676,19.5808
1.02676,18.8376
1.02676,19.001
1.02676,19.2263
1.02676,18.8319
1.02676,18.9121
1.02676,19.3393
1.02676,19.4043
0.955476,19.1799
0.955476,20.0647
0.955476,20.2151
0.955476,20.321
1.02676,20.5458
1.02676,20.5659
1.02676,20.5344
1.02676,20.5516
1.02676,20.5002
1.02676,19.847
1.02676,19.1102
1.02676,19.5035
1.02676,20.5403
1.02676,20.5882
0.955476,19.4104
0.955476,19.4527
0.955476,20.3825
1.02676,20.8536
1.02676,20.8524
0.955476,20.1841
0.955476,20.2064
0.955476,20.6177
0.955476,20.5733
0.955476,20.1236
0.955476,20.0041
0.955476,20.0368
0.955476,20.1731
0.955476,19.9201
0.955476,19.2822
0.955476,19.0539
0.955476,19.4214
0.955476,19.5097
0.955476,19.4617
0.955476,19.5765
0.955476,19.6803
0.955476,19.8974
0.955476,19.8446
0.955476,19.9531
0.955476,20.6405
0.955476,21.1589
0.955476,21.345
0.955476,21.363
0.955476,20.8936
0.955476,19.9805
0.955476,18.9231
0.955476,19.1208
0.955476,19.7817
0.955476,19.6311
0.955476,19.117
0.955476,19.2764
0.955476,20.0927
0.955476,20.6312
0.955476,20.3294
0.955476,19.589
0.955476,19.2656
0.955476,19.2407
0.955476,18.927
0.88914,18.6974
0.88914,18.5705
0.955476,19.4528
0.955476,20.1188
0.955476,19.6545
0.955476,19.2411
0.955476,19.6669
0.955476,20.2143
0.955476,20.0698
0.955476,19.5688
0.955476,19.1805
0.955476,18.7562
0.955476,19.0466
0.955476,19.2741
0.88914,18.6296
0.955476,19.0555
0.955476,19.8479
0.955476,19.4075
0.88914,18.6854
0.955476,19.3665
0.955476,20.8594
0.955476,21.3832
0.955476,20.4162
0.955476,19.5199
0.955476,20.0045
0.955476,20.7911
0.955476,20.6855
0.955476,20.0876
0.955476,19.3055
0.955476,19.2804
0.955476,20.2951
0.955476,20.8171
0.955476,20.0998
0.955476,19.4359
0.955476,20.0519
0.955476,20.9285
0.955476,21.3505
0.955476,21.1371
0.955476,20.6847
0.955476,20.2494
0.955476,20.2594
0.955476,20.1985
0.955476,19.7315
0.88914,19.1101
0.88914,18.7426
0.88914,17.7334
0.955476,17.7314
0.955476,18.8769
0.955476,19.8533
0.955476,20.6423
0.955476,20.5827
0.955476,20.2471
0.955476,20.2112
0.955476,19.93
0.955476,19.284
0.955476,19.34
0.955476,19.5018
0.955476,19.3772
0.955476,19.6781
0.955476,20.4194
0.955476,21.2642
0.955476,20.5566
0.955476,19.558
0.955476,19.3079
0.955476,19.1459
0.88914,19.1283
0.88914,18.5725
0.88914,18.2512
0.88914,19.6691
0.88914,19.4191
0.955476,19.3585
0.955476,19.0991
0.955476,19.4977
0.955476,20.096
0.955476,19.6714
0.955476,19.1157
0.955476,19.1776
0.955476,19.2826
0.955476,19.2563
1.02676,18.16
1.02676,18.184
0.955476,19.4038
0.955476,19.2987
0.955476,18.525
0.955476,17.4136
0.955476,15.69
0.955476,14.5576
0.955476,15.3712
0.955476,18.277
0.955476,18.5081
0.955476,16.3538
0.955476,17.127
0.955476,17.6062
0.955476,16.7573
1.02676,17.3304
0.955476,18.5565
0.955476,18.4805
0.955476,16.8923
0.955476,14.1124
0.955476,11.1104
0.955476,10.5471
1.02676,14.6242
1.02676,15.9964
1.02676,13.5516
0.955476,14.9353
1.02676,16.5951
1.02676,17.2497
1.02676,17.3035
1.02676,18.0561
1.02676,17.1651
0.955476,16.904
0.955476,17.1381
0.955476,17.2882
0.955476,18.4238
1.02676,18.417
1.02676,17.8915
0.955476,17.599
0.955476,16.388
0.955476,14.8108
0.955476,15.6596
0.955476,16.8519
0.955476,16.56
0.955476,17.1801
0.955476,14.5501
1.02676,9.69889
0.955476,8.33071
0.955476,12.2757
0.955476,17.2463
1.02676,19.8343
1.02676,21.8505
1.02676,20.8523
1.02676,17.6846
1.02676,15.713
1.02676,15.5225
1.10337,14.8159
1.02676,11.1435
2.10848,6.38966
0.620469,11.4388
0.666761,10.3124
0.716506,8.76703
0.827409,12.8388
1.02676,13.0912
1.10337,13.5567
1.10337,14.4661
1.02676,18.3758
0.955476,20.018
1.02676,17.301
1.02676,17.4947
1.02676,21.8501
0.955476,22.9759
0.955476,20.838
1.02676,17.8405
1.02676,14.2788
1.10337,11.6868
1.10337,11.4156
1.02676,12.6962
0.955476,15.6531
1.02676,16.5546
1.10337,16.8861
1.02676,16.1002
0.955476,15.8241
0.955476,15.1762
1.02676,17.0326
1.02676,17.8712
1.02676,16.3143
1.02676,16.4106
1.02676,15.0405
1.02676,12.5188
1.02676,10.8386
0.955476,10.5634
1.02676,12.8762
1.02676,13.0471
1.02676,11.8977
1.02676,11.6339
1.02676,11.9193
0.955476,11.1345
0.955476,11.1053
0.955476,11.6603
0.955476,12.2609
1.02676,10.8676
1.02676,8.22186
1.02676,9.4691
1.02676,15.5884
1.02676,19.8007
1.02676,20.0901
1.02676,20.9163
1.02676,22.1988
1.02676,21.9065
1.02676,19.2109
0.955476,14.3651
0.955476,12.6405
1.02676,15.6782
1.02676,18.1094
1.02676,15.2371
0.955476,9.53098
0.955476,5.41394
0.955476,6.76609
0.955476,10.997
1.02676,14.179
1.02676,17.0777
1.02676,18.2072
1.02676,18.382
1.02676,19.5275
1.02676,20.1118
1.02676,18.8622
1.02676,17.6633
0.955476,17.286
1.02676,16.059
1.02676,16.8408
1.02676,16.6394
1.02676,15.1926
1.02676,15.0843
1.02676,16.4082
0.955476,18.3158
1.02676,18.7412
1.02676,19.2403
1.10337,19.9216
1.02676,18.8218
1.02676,16.3074
1.10337,14.3077
1.02676,13.4854
1.02676,13.6126
1.02676,14.5919
1.02676,17.8601
0.955476,19.2119
0.955476,18.0463
0.955476,17.6896
0.955476,17.5085
1.02676,14.4481
1.02676,9.55803
0.955476,9.61292
0.955476,13.6336
0.955476,16.5042
0.955476,19.1101
0.88914,18.48
0.88914,17.4
0.955476,17.9224
0.955476,16.9564
0.955476,16.8417
1.02676,18.7805
1.02676,17.3731
1.02676,13.6105
0.955476,14.3824
0.955476,19.1836
0.955476,20.2853
1.02676,15.6714
1.02676,13.6249
1.10337,15.1283
1.10337,16.8985
1.10337,18.4776
1.10337,18.1573
1.10337,16.8241
1.10337,16.3089
1.10337,16.3772
1.10337,15.7669
1.18569,15.9551
1.10337,16.7579
1.10337,18.0781
1.10337,18.5773
1.10337,18.6563
1.10337,18.8498
1.10337,18.4516
1.10337,17.6284
1.10337,17.3073
1.02676,17.5648
1.02676,18.4338
1.02676,18.9483
1.02676,19.1887
1.02676,19.4203
1.02676,19.6827
1.02676,19.2997
1.02676,18.445
0.955476,19.048
0.955476,19.8434
1.02676,20.6223
1.02676,20.8021
1.02676,20.3548
1.02676,20.0447
1.02676,20.1371
1.02676,20.654
1.02676,21.0638
1.02676,20.7775
1.02676,20.1563
1.02676,19.9063
1.02676,19.495
0.955476,19.5403
1.02676,19.475
1.02676,19.5517
1.02676,19.6256
1.02676,19.6872
0.955476,19.6478
0.955476,19.4169
1.02676,19.556
0.955476,19.909
0.955476,20.4335
0.955476,19.8942
0.955476,18.9466
1.02676,19.2114
1.02676,19.5426
1.02676,19.6207
1.02676,19.6863
0.955476,20.0334
1.02676,20.161
